,iters, ids, wins, newrecord, p1, p2, p3, p4, p5, p6, p7, p8
2375,528,0,43,1,391.360496,641.253104,46.468424,87.801701,537.88695,615.619675,22.221242,99.984602
2381,529,1,100,1,446.15096500000004,763.0911940000001,48.791846,73.753429,537.88695,714.118823,26.443278000000003,90.985988
2389,530,4,47,1,521.996629,854.6621369999999,55.622704000000006,75.966032,467.961646,671.2716929999999,25.385547,80.067669
2390,531,0,239,1,521.996629,854.6621369999999,55.622704000000006,75.966032,467.961646,671.2716929999999,25.385547,80.067669
2399,532,4,94,1,558.536393,923.035108,56.178931000000006,69.888749,425.84509800000006,751.824297,28.177957,93.67917299999999
2402,533,2,55,1,480.34129800000005,1000.0,57.864299,74.780962,472.688059,872.116184,32.404651,101.173507
2406,534,1,55,1,561.999319,1000.0,54.392441000000005,88.241535,406.511731,959.3278019999999,31.108465000000002,97.12656700000001
2412,535,2,126,1,629.439237,1000.0,48.953196999999996,95.30085799999999,455.293138,1000.0,28.308703,86.442644
2417,536,2,70,1,560.200921,870.0,42.589281,82.911746,396.10503,1000.0,25.760920000000002,79.527233
2424,537,4,47,1,515.3848469999999,887.4,39.182139,92.86115600000001,463.442885,1000.0,26.791356,80.322505
2427,538,2,90,1,474.15405899999996,834.156,36.047568,99.361437,472.71174299999996,1000.0,26.255529,85.141855
2433,539,3,128,1,403.03095099999996,867.52224,32.442811,114.265652,562.526974,1000.0,31.24408,89.398948
2436,540,1,124,1,427.212808,936.9240189999999,27.576389000000002,110.83768300000001,506.274277,1000.0,35.30581,86.71698
2441,541,1,124,1,375.947271,946.293259,23.439931,128.57171200000002,420.20765,1000.0,33.187462,79.77962099999999
2445,542,0,68,1,375.947271,946.293259,23.439931,128.57171200000002,420.20765,1000.0,33.187462,79.77962099999999
2454,543,4,76,1,334.593071,804.34927,26.721521000000003,149.14318600000001,382.388961,840.0,38.82933,72.599455
2458,544,3,195,1,371.398309,691.7403730000001,28.859243,141.686027,367.09340299999997,848.4,36.887864,82.037385
2462,545,2,191,1,345.400427,747.0796019999999,31.745167,165.772651,381.77713900000003,1000.0,37.9945,89.420749
2467,546,2,166,1,400.66449500000004,829.258359,31.745167,187.323096,381.77713900000003,870.0,31.91538,92.997579
2473,547,3,52,1,384.637916,787.795441,30.157909000000004,221.04125299999998,431.408167,800.4,33.511148999999996,85.557773
2479,548,4,165,1,419.25532799999996,898.0868019999999,32.570541999999996,221.04125299999998,388.26735,680.34,33.84626,81.279884
2482,549,2,169,1,373.137242,889.1059339999999,30.942015,212.19960299999997,454.2728,653.1264,28.430858,72.339097
2485,550,0,97,1,373.137242,889.1059339999999,30.942015,212.19960299999997,454.2728,653.1264,28.430858,72.339097
2491,551,1,138,1,373.137242,737.9579259999999,30.942015,193.10163899999998,436.101888,568.219968,24.734847,75.232661
2495,552,0,50,1,373.137242,737.9579259999999,30.942015,193.10163899999998,436.101888,568.219968,24.734847,75.232661
2501,553,1,26,1,350.749007,804.374139,30.942015,225.92891699999998,409.935775,613.6775650000001,28.445073999999998,85.765233
2505,554,0,54,1,350.749007,804.374139,30.942015,225.92891699999998,409.935775,613.6775650000001,28.445073999999998,85.765233
2513,555,3,108,1,315.674107,796.330397,26.300712,201.076736,344.346051,724.1395269999999,26.169468,90.911147
2517,556,2,236,1,334.614553,796.330397,28.930784000000003,211.130573,375.337195,731.3809219999999,27.216246999999996,82.72914399999999
2523,557,3,158,1,378.11444500000005,939.669869,26.037705,196.35143300000001,427.884403,782.577587,30.754359,69.49248100000001
2526,558,1,88,1,359.208723,977.2566640000001,22.132049,200.27846200000002,419.326715,696.494052,27.063836,68.797556
2531,559,1,194,1,395.129595,967.484097,19.476204,206.286816,490.61225599999995,675.5992309999999,28.417028000000002,69.48553199999999
2537,560,2,158,1,383.275707,1000.0,20.450014000000003,187.721002,446.457153,689.111216,26.427836,72.959808
2540,561,0,98,1,383.275707,1000.0,20.450014000000003,187.721002,446.457153,689.111216,26.427836,72.959808
2545,562,0,169,1,383.275707,1000.0,20.450014000000003,187.721002,446.457153,689.111216,26.427836,72.959808
2553,563,3,68,1,402.439493,940.0,21.472514,167.07169199999998,482.173725,702.89344,21.935104,75.14860300000001
2556,564,1,126,1,382.317518,874.2,19.539988,183.778861,496.638937,709.922374,25.664071,78.906033
2560,565,0,124,1,382.317518,874.2,19.539988,183.778861,496.638937,709.922374,25.664071,78.906033
2566,566,1,104,1,340.26259100000004,830.49,17.781389,178.265495,417.17670699999996,603.4340179999999,24.637508,86.007576
2570,567,0,230,1,340.26259100000004,830.49,17.781389,178.265495,417.17670699999996,603.4340179999999,24.637508,86.007576
2578,568,3,130,1,370.886224,988.2831,15.469809,171.134876,358.771968,512.9189150000001,27.101259000000002,73.966515
2581,569,1,54,1,400.557122,998.165931,16.243299,195.093758,373.12284700000004,482.14378,31.166448,69.528524
2589,570,4,97,1,364.506981,1000.0,13.969237,165.829694,373.12284700000004,429.10796500000004,36.776409,73.00495
2591,571,1,114,1,313.476004,880.0,12.292928999999999,194.02074199999998,332.07933399999996,403.361487,31.259946999999997,67.16455400000001
2595,572,0,96,1,313.476004,880.0,12.292928999999999,194.02074199999998,332.07933399999996,403.361487,31.259946999999997,67.16455400000001
2600,573,0,184,1,313.476004,880.0,12.292928999999999,194.02074199999998,332.07933399999996,403.361487,31.259946999999997,67.16455400000001
2605,574,0,108,1,313.476004,880.0,12.292928999999999,194.02074199999998,332.07933399999996,403.361487,31.259946999999997,67.16455400000001
2614,575,4,103,1,275.858883,739.2,11.186565,180.43929,282.267434,350.92449300000004,32.197746,70.52278199999999
2617,576,2,118,1,325.513482,842.688,9.844177,202.092005,299.20347999999996,414.090902,28.977971000000004,69.817554
2624,577,4,70,1,345.044291,758.4192,9.45041,214.21752599999996,299.20347999999996,492.76817400000004,27.239293,61.439448
2628,578,3,102,1,407.152264,781.171776,10.962475999999999,244.207979,323.13975800000003,586.3941269999999,31.597579999999997,54.066714000000005
2633,579,3,246,1,484.51119400000005,695.242881,10.523977,229.5555,368.379324,492.57106600000003,27.173919,61.636054
2638,580,3,118,1,387.608955,799.529313,9.892538,160.68885,456.790362,591.08528,28.804353999999996,77.661428
