,iters, ids, wins, newrecord, p1, p2, p3, p4, p5, p6, p7, p8
215,106,0,120,1,17.866905,67.405975,53.438336,47.5961,54.836425,155.429127,18.984111,19.508625
220,107,0,200,1,17.866905,67.405975,53.438336,47.5961,54.836425,155.429127,18.984111,19.508625
227,108,2,140,1,20.546941,78.190931,51.835186,52.355709000000004,50.449511,160.092001,18.984111,21.069315
232,109,2,93,1,23.834452,75.845203,47.688371000000004,59.161952,43.38658,152.087401,16.326335999999998,20.015849
237,110,2,151,1,21.451006,63.709970999999996,44.827069,59.753570999999994,49.026835,168.817015,14.367175,23.81886
243,111,3,61,1,22.523557,73.26646600000001,47.068422999999996,71.10675,52.458713,194.139568,16.953267,22.627917
248,112,3,26,1,19.370259,65.93982,39.066790999999995,72.528885,58.229172,207.72933700000002,14.240744,21.270242
250,113,0,68,1,19.370259,65.93982,39.066790999999995,72.528885,58.229172,207.72933700000002,14.240744,21.270242
259,114,4,127,1,16.46472,67.918014,45.708145,81.232351,48.330213,211.88392400000004,12.24704,20.419432
262,115,2,201,1,21.074842,90.330959,56.22101899999999,82.856998,50.746722999999996,222.47812000000002,11.757158,22.665570000000002
268,116,3,230,1,21.28559,92.137578,55.65880799999999,69.599878,55.313928000000004,255.84983799999998,10.816586000000001,25.612094
273,117,3,53,1,24.478428,82.92381999999999,61.781277,73.775871,56.973346,294.22731400000004,12.763571,25.099852
278,118,3,103,1,23.254507,92.04544,64.870341,83.366734,64.94961500000001,320.70777200000003,10.976671000000001,22.338867999999998
284,119,4,171,1,24.882323,92.96589499999999,66.816451,85.03406899999999,70.145584,285.429917,10.427838000000001,20.998535999999998
287,120,2,74,1,28.614671,106.910779,76.170755,95.238157,63.131026,282.575618,11.887735000000001,21.418507
291,121,1,78,1,27.756231,122.947396,79.217585,103.809591,60.605785,276.924106,10.936716,23.988728
295,122,0,120,1,27.756231,122.947396,79.217585,103.809591,60.605785,276.924106,10.936716,23.988728
302,123,2,112,1,30.531854,115.570552,76.84105699999999,104.847687,66.060305,276.924106,12.467856,23.748841
309,124,4,178,1,25.646757,122.50478500000001,85.29357399999999,117.42941,75.969351,274.154865,12.966571,20.898979999999998
310,125,0,32,1,25.646757,122.50478500000001,85.29357399999999,117.42941,75.969351,274.154865,12.966571,20.898979999999998
317,126,2,106,1,30.006706,142.105551,87.85238100000001,98.640704,84.325979,254.96402400000002,15.041222,21.525949
323,127,3,90,1,24.905566,167.68455,86.095333,109.49118200000001,98.661396,265.16258500000004,15.342046,24.539582
327,128,2,74,1,24.407455,169.36139599999998,90.4001,116.060652,95.701554,220.084946,16.722831,25.030374
332,129,2,96,1,28.068572999999997,172.748624,100.344111,97.490948,87.088414,233.290042,18.060657,24.780070000000002
337,130,2,130,1,28.629944000000002,183.113541,112.38540400000001,98.465858,100.151676,223.95844100000002,15.351557999999999,27.505878000000003
341,131,1,99,1,30.061442,212.411708,103.394572,98.465858,95.144093,194.843843,14.430465,22.829878
347,132,2,70,1,33.668815,206.039356,105.46246299999999,91.573247,84.678242,188.998528,11.977286,24.656269
351,133,1,150,1,27.945116,183.375027,111.79021100000001,79.668725,98.226761,198.448454,10.540011999999999,22.437205
356,134,1,118,1,32.416335,168.705025,95.021679,79.668725,110.013973,216.30881499999998,9.591411,20.193483999999998
363,135,3,144,1,32.740497999999995,192.32372900000001,100.72298,86.838911,91.31159699999999,196.841022,11.030122,21.607028
365,136,0,146,1,32.740497999999995,192.32372900000001,100.72298,86.838911,91.31159699999999,196.841022,11.030122,21.607028
374,137,4,171,1,33.067903,217.32581299999998,99.71575,81.628576,88.572249,190.935791,12.133134,23.551660000000002
375,138,0,126,1,33.067903,217.32581299999998,99.71575,81.628576,88.572249,190.935791,12.133134,23.551660000000002
380,139,0,74,1,33.067903,217.32581299999998,99.71575,81.628576,88.572249,190.935791,12.133134,23.551660000000002
386,140,1,152,1,30.091791999999998,184.72694099999998,117.664585,70.200575,75.286412,210.02937000000003,12.861122,24.493727
391,141,1,187,1,27.985366,219.82506,118.84123100000001,58.266478,79.803597,199.527902,15.304735999999998,29.147534999999998
395,142,0,155,1,27.985366,219.82506,118.84123100000001,58.266478,79.803597,199.527902,15.304735999999998,29.147534999999998
403,143,3,236,1,29.944342,235.212814,123.594881,57.101147999999995,73.419309,187.556228,17.447399,33.519665
408,144,3,230,1,33.837106,225.804302,129.774625,58.243171,79.292854,191.307352,19.366613,32.514075
414,145,4,90,1,34.175477,252.90081800000002,112.90392299999999,65.232351,91.97971,170.263544,19.366613,27.636964000000003
417,146,2,89,1,28.707401,260.487842,129.839512,67.841645,95.658899,183.884627,21.690606,23.491419
421,147,1,207,1,30.429845,294.351262,110.36358500000001,65.12798000000001,106.181377,176.52924199999998,21.256794,23.961248
426,148,1,163,1,25.256771,294.351262,113.674493,73.594617,114.67588799999999,204.773921,21.469362,25.878148
432,149,2,132,1,27.782449,276.690186,153.460565,74.330563,134.170788,280.540271,23.616298,17.338359
437,150,2,46,1,29.449395000000003,268.389481,141.18372,87.710065,144.904452,311.399701,25.741765,19.245578
442,151,2,86,1,30.332877000000003,230.81495299999997,145.419232,99.112373,155.04776299999997,339.425674,25.999183,15.97383
449,152,4,84,1,30.332877000000003,246.972,171.594693,111.005858,137.992509,339.425674,25.739191,18.369905
450,153,0,66,1,30.332877000000003,246.972,171.594693,111.005858,137.992509,339.425674,25.739191,18.369905
456,154,1,122,1,33.972823,237.09312000000003,176.742534,96.575096,117.29363300000001,281.72331,28.570502,17.451408999999998
461,155,1,80,1,40.427659000000006,222.867533,151.998579,89.814839,114.94776,264.819911,31.713257000000002,18.149466
468,156,3,100,1,35.172063,187.208728,136.798721,85.32409799999999,135.638357,299.2465,27.273401,18.875444
470,157,0,159,1,35.172063,187.208728,136.798721,85.32409799999999,135.638357,299.2465,27.273401,18.875444
478,158,3,105,1,30.247974,174.104117,150.478593,100.682435,131.569206,311.21636,31.091677,17.554163
482,159,2,96,1,33.877731,184.550364,130.916376,103.702908,122.359362,361.010977,31.091677,18.958496
486,160,1,126,1,33.877731,199.314393,124.370557,87.110443,137.042485,314.07955,31.713510999999997,16.683477
491,161,1,87,1,28.796072,235.19098300000002,128.101674,80.141607,126.079086,279.5308,37.104807,19.352833
496,162,1,214,1,25.628504,239.89480299999997,114.01048999999999,77.737359,128.60066799999998,282.32610800000003,39.702144,22.255758
502,163,2,76,1,34.59848,261.485335,99.189126,61.412514,101.594528,347.261112,46.054487,27.597140000000003
506,164,1,144,1,31.138632,230.10709500000002,101.17290899999999,60.184263,99.562637,295.171946,53.88375,27.321168
510,165,0,58,1,31.138632,230.10709500000002,101.17290899999999,60.184263,99.562637,295.171946,53.88375,27.321168
516,166,1,242,1,33.941109000000004,207.09638600000002,117.360574,58.378735999999996,110.514527,339.447737,46.340025,26.501533000000002
523,167,3,104,1,28.510532,236.08988,104.450911,65.38418399999999,124.88141599999999,329.264305,44.486424,25.176457
528,168,3,170,1,33.072216999999995,195.9546,122.20756599999999,55.576556000000004,121.134973,283.167302,36.923732,27.945867
533,169,3,135,1,31.418606,172.440048,142.982852,47.240072999999995,139.30522,314.315706,36.554494,31.57883
538,170,3,73,1,36.445583,196.581655,130.114396,44.405668,156.02184599999998,311.172549,38.016674,28.736734999999996
544,171,4,90,1,42.276876,206.41073799999998,111.89838,43.961612,135.73900600000002,283.167019,32.314173,26.437796000000002
546,172,1,80,1,44.39072,183.705556,127.564153,44.401228,116.735545,319.978732,34.899307,27.230929999999997
551,173,1,125,1,46.166348,205.750223,117.359021,42.625178999999996,138.915299,367.975542,32.107362,23.963219
557,174,2,158,1,54.014628,255.130277,118.53261100000002,35.378898,148.63936999999999,294.380433,36.602393,21.806529
564,175,4,157,1,45.912434000000005,232.168552,109.050002,39.624365999999995,129.316252,309.099455,32.57613,20.498137
566,176,1,94,1,41.780315,229.846866,119.955003,35.265685999999995,148.713689,306.00846,31.924607,21.523044
570,177,0,74,1,41.780315,229.846866,119.955003,35.265685999999995,148.713689,306.00846,31.924607,21.523044
576,178,1,91,1,43.86933,222.95146,141.54690300000001,31.739116999999997,129.38091,330.489137,26.816670000000002,21.738274
581,179,1,98,1,40.798477,216.262917,142.962372,35.23042,147.494237,383.36739900000003,31.375504,19.129681
589,180,4,90,1,44.062355,315.743858,124.377264,37.344245,193.21745,383.36739900000003,42.043175,23.720805
591,181,1,155,1,47.587344,299.956665,134.32744499999998,39.958343,189.353101,414.036791,48.770083,23.009180999999998
599,182,4,118,1,51.870205,350.949298,126.267798,36.362092,179.885446,476.14230999999995,44.868477,26.000374
603,183,3,58,1,45.64578,417.629665,133.843866,41.816406,170.891174,538.04081,37.240836,26.260378000000003
607,184,2,144,1,47.471610999999996,430.158555,116.44416299999999,43.907226,179.435733,591.844891,38.358061,23.371737
612,185,2,96,1,42.249734000000004,387.1427,114.11528,50.49331,172.258303,585.926442,32.220771,23.839171
619,186,4,97,1,36.757269,429.728396,112.974127,55.037707999999995,153.30989,539.052327,37.698302000000005,26.461479999999998
622,187,2,84,1,42.638432,459.80938399999997,106.19568000000001,56.688839,130.313407,528.2712799999999,33.551489000000004,27.519939
625,188,0,118,1,42.638432,459.80938399999997,106.19568000000001,56.688839,130.313407,528.2712799999999,33.551489000000004,27.519939
634,189,4,76,1,37.52182,423.024633,105.133723,51.586843,148.557283,628.642824,32.880459,31.92313
635,190,0,68,1,37.52182,423.024633,105.133723,51.586843,148.557283,628.642824,32.880459,31.92313
640,191,0,71,1,37.52182,423.024633,105.133723,51.586843,148.557283,628.642824,32.880459,31.92313
647,192,2,69,1,42.024438,351.110446,100.928374,46.428159,158.956293,565.778541,30.578827,29.050047999999997
654,193,4,186,1,39.923216,400.265908,91.84482,50.142412,181.210174,577.094112,33.330921000000004,30.793051000000002
657,194,2,46,1,47.109395,452.300476,81.74189,58.666622,206.579599,565.55223,29.997829,32.948564000000005
662,195,2,128,1,46.638301,312.087329,94.820593,58.079955000000005,278.882458,718.251332,31.197741999999998,34.925478000000005
669,196,4,78,1,41.508088,265.274229,93.872387,58.079955000000005,242.62773900000002,718.251332,26.206104,29.686657
674,197,4,69,1,47.734301,254.66326,91.994939,66.211149,232.922629,782.8939519999999,24.895798000000003,32.655322
677,198,2,60,1,43.438214,234.29019900000003,97.514635,78.791268,256.214892,814.20971,20.912471,35.267748
680,199,0,80,1,43.438214,234.29019900000003,97.514635,78.791268,256.214892,814.20971,20.912471,35.267748
686,200,1,169,1,38.660011,238.976003,99.464928,72.487966,233.155552,797.925516,20.703346,33.151683
694,201,4,89,1,42.139412,260.483844,114.384667,66.688929,226.160885,829.842536,24.429948,33.814717
699,202,4,117,1,46.353353000000006,283.92739,102.9462,76.692268,228.422494,804.9472599999999,23.941349,29.080656
702,203,2,53,1,51.452222,315.159402,87.50426999999999,63.654582999999995,198.72757,756.650424,26.574897999999997,27.045009999999998
705,204,0,156,1,51.452222,315.159402,87.50426999999999,63.654582999999995,198.72757,756.650424,26.574897999999997,27.045009999999998
713,205,3,175,1,50.937699,466.435916,121.630936,72.566224,222.57487799999998,567.487818,22.854412,39.756165
716,206,1,140,1,55.522092,527.072585,121.630936,81.999833,231.477873,561.81294,20.797515,35.780549
721,207,1,133,1,82.172697,616.674924,83.92534599999999,64.77986800000001,159.71973300000002,646.084881,13.934335,25.761995000000002
729,208,4,117,1,87.10305799999999,555.007432,88.96086600000001,73.201251,190.066482,736.5367650000001,14.213022,26.019614999999998
732,209,2,67,1,101.910578,521.706986,95.18812700000001,71.737226,180.56315800000002,817.555809,14.781543,23.938046
735,210,0,93,1,101.910578,521.706986,95.18812700000001,71.737226,180.56315800000002,817.555809,14.781543,23.938046
741,211,1,138,1,109.04431899999999,605.180103,86.621196,73.171971,176.951895,784.853576,17.146589000000002,24.177426
745,212,0,165,1,109.04431899999999,605.180103,86.621196,73.171971,176.951895,784.853576,17.146589000000002,24.177426
753,213,3,44,1,92.687671,611.231904,78.825288,64.391334,184.02997,808.399184,19.547112,27.804040000000004
756,214,1,105,1,82.49202700000001,531.771757,76.46052900000001,56.664374,211.634466,670.971322,20.328996,30.584444
764,215,4,80,1,69.29330300000001,452.005993,80.283556,47.598074,213.750811,577.035337,17.076357,34.866267
767,216,2,192,1,69.29330300000001,533.367072,89.114747,45.694151,203.06327,577.035337,19.637811,40.444869
770,217,0,118,1,69.29330300000001,533.367072,89.114747,45.694151,203.06327,577.035337,19.637811,40.444869
776,218,1,189,1,67.214504,533.367072,101.590812,50.263566,196.971372,548.18357,16.692139,45.298253
783,219,3,112,1,65.870214,629.373145,110.733985,51.771473,204.850227,586.55642,19.362880999999998,43.939306
789,220,4,245,1,48.743958,660.8418019999999,138.417481,68.33834499999999,176.17119499999998,416.455058,18.588366,30.318121
794,221,4,125,1,53.618354000000004,621.1912940000001,150.875054,59.45436,193.78831499999998,491.41696900000005,21.934272,25.467222
795,222,0,98,1,53.618354000000004,621.1912940000001,150.875054,59.45436,193.78831499999998,491.41696900000005,21.934272,25.467222
802,223,2,74,1,68.095309,559.072165,122.208794,64.805252,215.105029,609.357041,29.830609999999997,20.62845
805,224,0,132,1,68.095309,559.072165,122.208794,64.805252,215.105029,609.357041,29.830609999999997,20.62845
813,225,3,123,1,60.604825,514.346392,123.43088200000001,53.78836,236.61553199999997,517.953485,34.603507,19.184458
815,226,0,87,1,60.604825,514.346392,123.43088200000001,53.78836,236.61553199999997,517.953485,34.603507,19.184458
820,227,0,140,1,60.604825,514.346392,123.43088200000001,53.78836,236.61553199999997,517.953485,34.603507,19.184458
826,228,1,134,1,52.12015,606.9287419999999,104.916249,43.568571,217.68628999999999,455.799067,40.832138,25.707174
833,229,3,144,1,60.980575,509.820143,104.916249,37.468971,228.570604,515.052946,34.707318,28.534963
835,230,0,117,1,60.980575,509.820143,104.916249,37.468971,228.570604,515.052946,34.707318,28.534963
841,231,1,170,1,65.249216,509.820143,97.572112,42.714627,189.713601,515.052946,30.542440000000003,24.540067999999998
847,232,2,53,1,77.646567,535.311151,88.790622,43.996066,189.713601,442.945533,34.207532,27.239476
854,233,4,142,1,88.51708599999999,465.72070099999996,77.24784100000001,44.436027,172.639377,500.528453,32.497156,24.515528
855,234,0,126,1,88.51708599999999,465.72070099999996,77.24784100000001,44.436027,172.639377,500.528453,32.497156,24.515528
860,235,0,116,1,88.51708599999999,465.72070099999996,77.24784100000001,44.436027,172.639377,500.528453,32.497156,24.515528
868,236,3,78,1,98.25396500000001,391.205389,79.565276,51.545790999999994,191.62970900000002,590.6235740000001,33.47207,22.799441
874,237,4,92,1,91.376188,355.99690400000003,89.908762,43.298464,199.294897,631.967224,39.497043,23.027435999999998
878,238,3,108,1,92.28995,423.636316,106.991427,35.937725,213.24553999999998,739.4016519999999,42.261835999999995,19.803595
882,239,2,78,1,97.827347,457.527221,120.90031299999998,34.500215999999995,245.232371,746.7956690000001,35.499942,19.011451
887,240,2,97,1,102.718714,448.376676,140.244363,28.63518,267.30328399999996,687.052015,31.594949,21.863167999999998
893,241,3,72,1,115.04496,421.47407599999997,154.268799,31.498697999999997,240.572956,652.699415,34.122545,24.705379999999998
895,242,0,108,1,115.04496,421.47407599999997,154.268799,31.498697999999997,240.572956,652.699415,34.122545,24.705379999999998
901,243,1,123,1,136.903502,375.111927,135.756543,27.403866999999998,252.601604,659.226409,36.169897,29.399403000000003
909,244,4,174,1,141.010607,382.614166,123.538454,25.211558,224.815427,619.672824,33.999703000000004,24.989492000000002
911,245,1,87,1,167.80262199999999,455.310858,123.538454,23.446749,218.070964,613.476096,35.359691999999995,29.487601
915,246,0,181,1,167.80262199999999,455.310858,123.538454,23.446749,218.070964,613.476096,35.359691999999995,29.487601
920,247,0,92,1,167.80262199999999,455.310858,123.538454,23.446749,218.070964,613.476096,35.359691999999995,29.487601
925,248,0,68,1,167.80262199999999,455.310858,123.538454,23.446749,218.070964,613.476096,35.359691999999995,29.487601
930,249,0,247,1,167.80262199999999,455.310858,123.538454,23.446749,218.070964,613.476096,35.359691999999995,29.487601
936,250,1,174,1,144.310255,391.567337,137.12768400000002,22.508879,185.36032,601.206574,37.83487,26.243965000000003
941,251,1,161,1,150.082665,430.724071,149.469176,21.608523,209.457161,499.001457,35.943126,21.782491
949,252,4,112,1,157.58679899999998,512.561645,141.99571699999998,21.608523,196.889732,568.8616599999999,30.551657000000002,21.782491
951,253,1,31,1,173.345479,435.67739800000004,139.155803,22.472864,171.29406699999998,637.12506,26.579942,25.703339
955,254,0,115,1,173.345479,435.67739800000004,139.155803,22.472864,171.29406699999998,637.12506,26.579942,25.703339
961,255,1,210,1,178.545843,387.752884,128.023338,22.248136,169.581126,624.382559,27.111541,22.104872
969,256,4,74,1,164.262176,372.242769,148.507072,22.91558,186.53923799999998,743.015245,25.484848,21.441725
972,257,2,134,1,188.901502,357.35305800000003,147.02200200000001,25.665449,171.616099,772.735854,28.543029999999998,21.227307999999997
979,258,4,42,1,204.013622,350.205997,154.373102,23.868868,144.157523,888.646233,33.109915,18.892304
981,259,1,80,1,240.73607400000003,311.683337,163.63548799999998,28.165264,147.040674,835.327459,29.467824,19.647996
987,260,2,156,1,202.218302,389.604172,165.271843,27.038653999999998,189.682469,568.022672,40.960276,23.381116
990,261,0,205,1,202.218302,389.604172,165.271843,27.038653999999998,189.682469,568.022672,40.960276,23.381116
998,262,3,32,1,196.151753,432.460631,161.966406,26.227494,189.682469,499.85995099999997,48.742728,27.122094
1003,263,3,296,1,186.344165,454.083662,157.10741399999998,23.342470000000002,157.43645,454.872556,53.617001,26.579652000000003
1009,264,4,67,1,175.163516,440.46115199999997,142.967747,23.809319,133.82098200000001,450.32383,46.646791,24.984873
1012,265,2,57,1,178.666786,506.530325,152.97548899999998,21.428387,137.835612,396.28497000000004,41.982112,26.733814000000002
1015,266,0,72,1,178.666786,506.530325,152.97548899999998,21.428387,137.835612,396.28497000000004,41.982112,26.733814000000002
1022,257,2,100,1,171.520115,536.922145,180.511077,21.214103,117.16027,368.545022,38.203722,28.337843
1029,258,4,98,1,168.08971200000002,510.076037,149.824194,23.335513,118.331873,412.770425,43.93428,30.038113
1031,259,1,103,1,152.961638,566.184401,148.325952,22.168738,105.315367,408.642721,40.858881,27.935445
1036,260,1,90,1,128.487776,537.875181,129.043578,24.828985999999997,113.740596,359.605594,45.761946,26.259319
1041,261,1,137,1,138.766798,521.738926,135.495757,29.546494,122.839844,309.260811,41.643371,27.572284999999997
1047,262,2,84,1,152.64347800000002,553.043261,155.820121,28.364634000000002,133.89543,324.72385099999997,40.39407,30.329513000000002
1050,263,0,174,1,152.64347800000002,553.043261,155.820121,28.364634000000002,133.89543,324.72385099999997,40.39407,30.329513000000002
1055,264,0,98,1,152.64347800000002,553.043261,155.820121,28.364634000000002,133.89543,324.72385099999997,40.39407,30.329513000000002
1062,265,2,100,1,135.85269499999998,525.391098,130.888901,26.946402000000003,151.301836,347.454521,40.798010999999995,28.206446999999997
1065,266,0,143,1,135.85269499999998,525.391098,130.888901,26.946402000000003,151.301836,347.454521,40.798010999999995,28.206446999999997
1071,267,1,209,1,116.83331799999999,614.707585,142.668903,26.13801,127.093542,389.149064,43.245891,23.975479999999997
1076,268,1,63,1,120.33831799999999,891.325998,178.336128,21.171788,189.369378,361.908629,48.002939000000005,16.782836
1083,269,3,124,1,115.52478500000001,837.846438,151.585709,21.171788,166.645053,390.861319,50.403086,14.265410999999999
1089,270,4,85,1,130.54300700000002,921.631082,133.395424,19.478045,144.98119599999998,418.221612,52.419209,14.693373000000001
1090,271,0,86,1,110.961556,783.38642,140.065195,20.062386,120.33439299999999,451.679341,48.225673,17.338179999999998
1098,272,3,118,1,100.975016,814.721877,155.472366,22.670496,123.944425,483.296895,41.956336,19.765525
1101,273,1,49,1,86.838514,855.457971,129.04206399999998,20.176742,106.592205,444.63314299999996,37.760702,21.742078
1109,274,4,62,1,87.70689899999999,1000.0,120.00912,20.782044,124.71288,440.18681200000003,44.180021,18.915608
1110,275,0,177,1,87.70689899999999,1000.0,120.00912,20.782044,124.71288,440.18681200000003,44.180021,18.915608
1119,276,4,213,1,81.56741600000001,1000.0,105.608025,17.456917,110.99446299999998,369.75692200000003,48.598023,16.078266
1121,277,1,138,1,72.595,1000.0,124.61747,15.536655999999999,109.884519,351.269076,45.682142,14.309657000000001
1125,278,0,139,1,72.595,1000.0,124.61747,15.536655999999999,109.884519,351.269076,45.682142,14.309657000000001
1133,279,3,37,1,66.06145,1000.0,130.848343,15.070556,114.2799,351.269076,38.829821,15.168237
1137,280,2,85,1,58.134076,1000.0,132.156827,14.467734,122.27949199999999,309.116787,39.218119,16.68506
1142,281,2,147,1,54.064691,1000.0,122.905849,12.442250999999999,116.16551799999999,336.937298,38.825938,14.349151999999998
1147,282,2,103,1,54.605338,840.0,132.738317,14.433010999999999,97.579035,309.98231400000003,34.555085,17.075491
1153,283,3,114,1,56.243497999999995,991.2,128.756167,17.030954,87.82113199999999,350.280015,37.665042,17.929265
1156,284,1,130,1,64.68002299999999,1000.0,126.181044,18.734049,97.48145600000001,325.760414,35.40514,15.598460999999999
1161,285,1,121,1,73.088425,780.0,107.253887,14.612557999999998,78.959979,342.048434,42.486168,22.461782999999997
1166,286,1,42,1,72.357541,787.8,110.47150400000001,13.735805,71.06398100000001,400.19666800000005,46.309923,24.707962
1174,287,4,107,1,63.674636,669.63,125.93751499999999,14.010520999999999,74.61718,412.20256800000004,47.236121000000004,25.449201000000002
1178,288,3,34,1,69.405354,656.2374,114.60313799999999,14.430836,83.571242,457.544851,39.205981,28.503104999999998
1184,289,4,96,1,69.405354,702.1740179999999,97.41266800000001,15.585303,76.04983,434.66760800000003,37.245682,29.928259999999998
1186,290,1,130,1,59.688604000000005,667.0653169999999,86.697274,16.208714999999998,81.37331800000001,478.13436900000005,42.460077000000005,30.526825
1192,291,2,142,1,70.432553,707.089236,86.697274,19.288370999999998,82.18705200000001,506.82243099999994,42.035476,32.663703000000005
1198,292,3,128,1,68.319576,586.884066,84.096356,20.445674,90.405757,603.118693,45.818669,30.050607
1200,293,0,147,1,68.319576,586.884066,84.096356,20.445674,90.405757,603.118693,45.818669,30.050607
1209,294,4,150,1,62.854009999999995,604.490588,99.2337,20.445674,106.678793,506.61970199999996,45.360482,26.745040000000003
1214,295,4,155,1,62.854009999999995,537.996623,87.32565600000001,24.125895,90.676974,567.414066,45.360482,22.465834
1215,296,0,114,1,62.854009999999995,537.996623,87.32565600000001,24.125895,90.676974,567.414066,45.360482,22.465834
1222,297,2,294,1,67.253791,478.816995,79.466347,20.989529,106.09206,516.3468,47.628506,19.095959
1225,298,0,204,1,67.253791,478.816995,79.466347,20.989529,106.09206,516.3468,47.628506,19.095959
1233,299,3,165,1,93.48276899999999,392.629936,70.725049,14.902565,152.77256599999998,629.943096,63.822199,16.040605
1236,300,1,158,1,106.570357,420.11403099999995,74.261301,12.66718,149.71711499999998,560.649356,70.204418,14.276139
1244,301,4,88,1,112.964578,470.52771500000006,72.033462,12.920524,166.185997,555.042862,74.416684,12.848525
1245,302,0,68,1,112.964578,470.52771500000006,72.033462,12.920524,166.185997,555.042862,74.416684,12.848525
1250,303,0,218,1,112.964578,470.52771500000006,72.033462,12.920524,166.185997,555.042862,74.416684,12.848525
1255,304,0,90,1,112.964578,470.52771500000006,72.033462,12.920524,166.185997,555.042862,74.416684,12.848525
1260,305,0,96,1,112.964578,470.52771500000006,72.033462,12.920524,166.185997,555.042862,74.416684,12.848525
1267,306,2,56,1,125.39068200000001,461.117161,84.279151,10.85324,161.200417,477.33686100000006,78.137518,11.178217
1272,307,2,114,1,104.07426600000001,474.950675,76.694027,11.721499,156.364405,400.962964,74.230642,10.954652000000001
1275,308,0,197,1,104.07426600000001,474.950675,76.694027,11.721499,156.364405,400.962964,74.230642,10.954652000000001
1280,309,0,186,1,104.07426600000001,474.950675,76.694027,11.721499,156.364405,400.962964,74.230642,10.954652000000001
1286,310,1,44,1,87.422383,527.19525,83.59649,11.604284,162.61898100000002,465.117038,77.19986800000001,12.488303
1290,311,0,194,1,87.422383,527.19525,83.59649,11.604284,162.61898100000002,465.117038,77.19986800000001,12.488303
1296,312,1,158,1,101.409965,569.37087,94.464033,10.327813,185.385638,427.907675,85.69185300000001,13.737134
1301,313,1,158,1,98.367666,506.74007400000005,104.85507700000001,10.431091,192.801064,380.837831,83.12109699999999,12.36342
1305,314,0,123,1,98.367666,506.74007400000005,104.85507700000001,10.431091,192.801064,380.837831,83.12109699999999,12.36342
1311,315,1,104,1,99.351342,562.481482,121.63188899999999,10.32678,187.017032,415.11323500000003,75.640199,13.105226
1319,316,4,113,1,104.31891,629.97926,121.63188899999999,8.777763,162.704818,456.624559,77.153003,13.367329999999999
1320,317,0,174,1,104.31891,629.97926,121.63188899999999,8.777763,162.704818,456.624559,77.153003,13.367329999999999
1327,318,2,111,1,119.966746,667.778016,137.444035,8.16332,149.688432,479.455787,67.123112,12.832637
1332,319,2,146,1,116.36774399999999,627.711335,137.444035,9.387818,154.17908500000001,508.22313399999996,61.082032,12.191005
1338,320,3,31,1,130.331873,571.217315,162.183961,8.824549000000001,132.594013,462.48305199999993,53.752188000000004,12.800555000000001
1342,321,2,126,1,147.275016,542.6564490000001,171.914999,7.412621000000001,147.17935500000002,467.107882,55.902276,14.592633
1346,322,1,120,1,150.220517,482.96423899999996,180.510749,8.59864,175.14343200000002,443.75248799999997,55.343253000000004,15.760044
1352,323,2,106,1,145.713901,492.62352400000003,173.29031899999998,8.340681,154.12622,510.315362,48.14863,16.863247
1358,324,3,38,1,125.313955,438.434937,176.756125,7.172986,146.41990900000002,525.624822,51.519034000000005,18.886836
1364,325,4,103,1,120.301397,455.972334,206.804666,7.029526,172.77549299999998,520.368574,45.33675,15.864942999999998
1369,326,4,37,1,135.94057800000002,410.375101,157.171546,7.029526,193.508552,437.10960199999994,36.2694,22.528219
